NRO	ANIO	TIPO	ORIGEN	CARATULA	MESA	DAE	AUTOR	COM1	COM2	COM3	COM4	COM5
447	2024	PL	S	KRONEBERGER: REPRODUCE PROYECTO DE LEY QUE TRANSFIERE A TITULO GRATUITO A LA MUNICIPALIDAD DE ALTA ITALIA, PROV. DE LA PAMPA, DOS TERRENOS DE PROPIEDAD DEL ESTADO NACIONAL, INSCRIPCION DE DOMINIO TOMO 314 FOLIO 112 FINCA 50776, Y TOMO 314 FOLIO 113 FINCA 29615, UBICADOS EN LA LOC. HOMONIMA. (REF. S.	26/03/2024	23/2024	KRONEBERGER, DANIEL RICARDO	DE ASUNTOS ADMINISTRATIVOS Y MUNICIPALES				
446	2024	PD	S	GIMÉNEZ: PROYECTO DE DECLARACIÓN QUE EXPRESA PREOCUPACIÓN Y REPUDIA LA DECISIÓN DEL CIERRE DEL INSTITUTO DE AGRICULTURA FAMILIAR, CAMPESINA E INDÍGENA Y EL CONSEJO NACIONAL DE AGRICULTURA FAMILIAR.	26/03/2024	22/2024		DE AGRICULTURA, GANADERÍA Y PESCA				
441	2024	PL	S	"ABAD: PROYECTO DE LEY QUE INSTITUYE EL DIA 9 DE SEPTIEMBRE DE CADA AÑO, COMO EL DIA DEL ""DIALOGO, ACUERDO Y FORMACIÓN POLÍTICA"", EN CONMEMORACIÓN DEL FALLECIMIENTO DEL DR. RICARDO BALBIN."	26/03/2024	22/2024	ABAD, MAXIMILIANO	DE EDUCACIÓN Y CULTURA				
433	2024	PC	S	OLALLA: PROYECTO DE COMUNICACIÓN QUE SOLICITA LAS MEDIDAS NECESARIAS PARA PREVENIR EL AVANCE DEL DENGUE.	25/03/2024	22/2024		DE SALUD				
432	2024	PL	S	ROMERO: PROYECTO DE LEY QUE DEROGA LOS ARTICULOS 11, 12 Y 21 Y MODIFICA EL DECRETO LEY 6582/58 RATIFICADO POR SU SIMILAR 14.467, (TO 1997) -REGIMEN JURIDICO DEL AUTOMOTOR -, RESPECTO DE SIMPLIFICAR EL RÉGIMEN DEL REGISTRO AUTOMOTOR.	25/03/2024	22/2024		DE LEGISLACIÓN GENERAL				
431	2024	PD	S	"VISCHI: PROYECTO DE DECLARACIÓN QUE DECLARA DE INTERÉS EL LIBRO ""EL DERECHO A SER OÍDO DE NIÑOS, NIÑAS Y ADOLESCENTES. UNA JUSTICIA HUMANA, AMIGABLE Y DE ACOMPAÑAMIENTO"" DE AUTORIA DE LA DRA. AGUSTINA DIAZ CORDERO."	25/03/2024	22/2024	VISCHI, EDUARDO ALEJANDRO	DE EDUCACIÓN Y CULTURA				
430	2024	PD	S	RODAS Y OTROS: PROYECTO DE DECLARACION QUE EXPRESA PREOCUPACION Y REPUDIA EL ANUNCIO PUBLICO DEL VOCERO PRESIDENCIAL, MANUEL ADORNI, SOBRE LA ELIMINACION DEL INSTITUTO NACIONAL DE AGRICULTURA FAMILIAR, CAMPESINA E INDÍGENA (I.N.A.F.C.I.), Y EL CONSEJO NACIONAL DE AGRICULTURA FAMILIAR (C.N.A.F.).	25/03/2024	22/2024	MANZUR, JUAN LUIS	DE AGRICULTURA, GANADERÍA Y PESCA				
423	2024	PD	S	"VALENZUELA: PROYECTO DE DECLARACION QUE DECLARA DE INTERES EL ENCUENTRO POR EL NATALICIO DEL ACORDEONISTA CHAMAMECERO AVELINO ""NINI"" FLORES, EN LA CASA DE LA PROV. DE CORRIENTES, EN CABA, EL 26 DE MARZO DE 2024."	25/03/2024	21/2024	VALENZUELA, MERCEDES GABRIELA	DE EDUCACIÓN Y CULTURA				
422	2024	PC	S	GIMENEZ: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE DIVERSOS ASPECTOS RELACIONADOS CON LAS POLÍTICAS DE APOYO A LA COMPETITIVIDAD Y DESARROLLO PRODUCTIVO DE LAS PYMES DEL SECTOR INDUSTRIAL.	22/03/2024	21/2024		DE ECONOMÍAS REGIONALES, ECONOMÍA SOCIAL, MICRO, PEQUEÑA Y MEDIANA EMPRESA				
420	2024	PC	S	PILATTI VERGARA Y OTROS: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE LA PESCA ILEGAL DE MERLUZA NEGRA EN LOS MARES DEL SUR DE LA ARGENTINA, Y OTRAS CUESTIONES CONEXAS.	22/03/2024	21/2024	LINARES, CARLOS ALBERTO	DE AGRICULTURA, GANADERÍA Y PESCA				
419	2024	PL	S	GALARETTO Y OTROS: PROYECTO DE LEY QUE CREA LA AGENCIA DE EVALUACION DE TECNOLOGIAS SANITARIAS.	22/03/2024	21/2024	GALARETTO, EDUARDO HORACIO	DE SALUD	DE PRESUPUESTO Y HACIENDA			
417	2024	PL	S	"CARAMBIA: PROYECTO DE LEY QUE DECLARA FIESTA NACIONAL A LA ""FIESTA DE LA ESTEPA PATAGÓNICA"", QUE SE REALIZA EN LA CIUDAD DE LAS HERAS, PROV. SANTA CRUZ, EN EL MES DE MARZO DE CADA AÑO."	22/03/2024	21/2024	CARAMBIA, JOSÉ MARÍA - GADANO, NATALIA ELENA - KIRCHNER, ALICIA MARGARITA ANTONIA - FAMA, FLAVIO SERGIO - BEDIA, VILMA FACUNDA - VALENZUELA, MERCEDES GABRIELA	DE EDUCACIÓN Y CULTURA	DE TURISMO			
414	2024	PD	S	"ZIMMERMANN: PROYECTO DE DECLARACION QUE ADHIERE AL ""DÍA DEL NIÑO POR NACER"", QUE SE CELEBRA EL 25 DE MARZO DE CADA AÑO."	22/03/2024	21/2024		DE POBLACIÓN Y DESARROLLO  HUMANO				
413	2024	PD	S	"VALENZUELA:  PROYECTO DE DECLARACION QUE DECLARA DE INTERES EL DOCUMENTAL ""MALVINAS, DOS MOCHILAS""."	22/03/2024	21/2024	VALENZUELA, MERCEDES GABRIELA	DE EDUCACIÓN Y CULTURA				
412	2024	PL	S	VALENZUELA: PROYECTO DE LEY QUE DECLARA LA EMERGENCIA EPIDEMIOLOGICA POR EL VIRUS DENGUE, CHIKUNGUNYA Y ZIKA.	22/03/2024	21/2024	VALENZUELA, MERCEDES GABRIELA	DE SALUD	DE PRESUPUESTO Y HACIENDA			
411	2024	PD	S	PILATTI VERGARA Y OTROS: PROYECTO DE DECLARACION QUE EXPRESA PREOCUPACION POR EL CIERRE DEL INSTITUTO NACIONAL DE LA AGRICULTURA FAMILIAR, CAMPESINA E INDIGENA (INAFCI), Y EL CONSEJO NACIONAL DE AGRICULTURA FAMILIAR.	22/03/2024	21/2024	LÓPEZ, CÁNDIDA CRISTINA	DE AGRICULTURA, GANADERÍA Y PESCA				
409	2024	PC	S	ABAD: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE DIVERSOS PUNTOS RESPECTO DEL ACTUAL BROTE DE DENGUE.	21/03/2024	21/2024	ABAD, MAXIMILIANO	DE SALUD				
407	2024	PD	S	PILATTI VERGARA Y OTROS: PROYECTO DE DECLARACIÓN QUE REPUDIA EL ATENTADO POLÍTICO HACIA UNA MILITANTE DE LA AGRUPACIÓN H.I.J.O.S., EL 20 DE MARZO DE 2024.	21/03/2024	21/2024	LÓPEZ, CÁNDIDA CRISTINA	DE DERECHOS Y GARANTÍAS				
405	2024	PL	S	ABAD: PROYECTO DE LEY QUE MODIFICA EL ART. 1° DE SU SIMILAR 26.872 - PATALOGIA MAMARIA -, RESPECTO DE INCLUIR EN LAS OBRAS SOCIALES LA COBERTURA DE LA CIRUGIA RECONSTRUCTIVA Y LA CIRUGIA DE SIMETRIZACION DE LA MAMA CONTRALATERAL.	21/03/2024	20/2024	ABAD, MAXIMILIANO - GALARETTO, EDUARDO HORACIO - ARCE, CARLOS OMAR	DE SALUD	DE TRABAJO Y PREVISIÓN SOCIAL			
395	2024	PL	S	GALARETTO Y OTROS: PROYECTO DE LEY QUE DECLARA EMERGENCIA VIAL AL TRAZADO DE LA RUTA NACIONAL N° 11, CORRESPONDIENTE A LA JURISDICCIÓN DE LA PROV. DE SANTA FE.	21/03/2024	20/2024	GALARETTO, EDUARDO HORACIO	DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
394	2024	PL	S	GALARETTO Y OTROS: PROYECTO DE LEY DE FACILITADORES INTERCULTURALES EN EL SISTEMA DE SALUD.	21/03/2024	20/2024	GALARETTO, EDUARDO HORACIO	DE SALUD				
393	2024	PL	S	GALARETTO Y OTROS: PROYECTO DE LEY DE PREVENCION DE LA VIOLENCIA SANITARIA.	21/03/2024	20/2024	GALARETTO, EDUARDO HORACIO	DE SALUD	DE SEGURIDAD INTERIOR Y NARCOTRÁFICO	DE PRESUPUESTO Y HACIENDA		
391	2024	PC	S	SALINO Y OTROS: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE LA SITUACIÓN EPIDEMIOLÓGICA, RELACIONADA CON LAS PATOLOGÍAS VIRALES TRANSMITIDAS POR EL MOSQUITO AEDES AEGYPTI: DENGUE, FIEBRE CHIKUNGUNYA Y LA ENFERMEDAD POR VIRUS ZIKA	21/03/2024	20/2024	SALINO, FERNANDO ALDO	DE SALUD				
389	2024	PD	S	AVILA: PROYECTO DE DECLARACION QUE ADHIERE A LA CELEBRACIÓN DEL DIA MUNDIAL DEL SÍNDROME DE DOWN, EL 21 DE MARZO DE 2024.	21/03/2024	20/2024	AVILA, BEATRIZ LUISA	DE POBLACIÓN Y DESARROLLO  HUMANO				
388	2024	PL	S	AVILA: PROYECTO DE LEY QUE CREA LA ESTRATEGIA DE USO SUSTENTABLE DE ENERGÍAS NO RENOVABLES.	21/03/2024	20/2024	AVILA, BEATRIZ LUISA	DE EDUCACIÓN Y CULTURA	DE AMBIENTE Y DESARROLLO SUSTENTABLE			
387	2024	PL	S	"AVILA: PROYECTO DE LEY QUE ESTABLECE EL TERCER JUEVES DE MARZO DE CADA AÑO COMO EL ""DIA DE REFLEXIÓN CONTRA LA VIOLENCIA JUVENIL."	21/03/2024	20/2024	AVILA, BEATRIZ LUISA	DE POBLACIÓN Y DESARROLLO  HUMANO	DE EDUCACIÓN Y CULTURA			
386	2024	PL	S	"AVILA: PROYECTO DE LEY QUE CREA EL ""PROGRAMA NACIONAL TRANSPORTE SEGURO""."	21/03/2024	20/2024	AVILA, BEATRIZ LUISA	DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE	DE PRESUPUESTO Y HACIENDA			
385	2024	PL	S	AVILA: PROYECTO DE LEY QUE MODIFICA SU SIMILAR 26.687 (ANTITABAQUISMO) QUE REGULA LA PUBLICIDAD, PROMOCION Y CONSUMO DE LOS PRODUCTOS ELABORADOS CON TABACO Y SUSTANCIAS DESTINADAS AL VAPEO.	21/03/2024	19/2024	AVILA, BEATRIZ LUISA	DE SALUD	DE SISTEMAS, MEDIOS DE COMUNICACIÓN Y LIBERTAD DE EXPRESIÓN			
380	2024	PC	S	GARCIA LARRABURU Y OTROS: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE LA INTENCIÓN DE CIERRE DEL INSTITUTO NACIONAL DE JUVENTUDES Y DE LA PROSECUCIÓN DE LOS PROGRAMAS.	21/03/2024	19/2024	KIRCHNER, ALICIA MARGARITA ANTONIA	DE POBLACIÓN Y DESARROLLO  HUMANO				
377	2024	PL	S	DE ANGELI: REPRODUCE PROYECTO DE LEY QUE SUSTITUYE EL ART. 2 DE LA LEY 26.448, Y TRANSFIERE A TÍTULO GRATUITO A FAVOR DE LA MUNICIPALIDAD DE VIALE, DPTO. DE PARANÁ, ENTRE RÍOS, UN INMUEBLE PROPIEDAD DEL ESTADO NACIONAL -, DESTINADO A DIVERSOS FINES SOCIALES (REF. S - 2274/21).	21/03/2024	19/2024		DE ASUNTOS ADMINISTRATIVOS Y MUNICIPALES				
375	2024	PD	S	RECALDE: PROYECTO DE DECLARACION QUE EXPRESA PESAR POR EL FALLECIMIENTO DEL PERIODISTA JORGE DORIO.	21/03/2024	19/2024	RECALDE, MARIANO	DE EDUCACIÓN Y CULTURA				
374	2024	PR	S	"GARCÍA LARRABURU: PROYECTO DE RESOLUCIÓN QUE DISPONE LA COLOCACIÓN DE UNA PLACA CONMEMORATIVA EN LA ESCUELA MILITAR DE MONTAÑA ""TTE. GRAL. JUAN DOMINGO PERÓN"", DE LA CIUDAD DE SAN CARLOS DE BARILOCHE."	20/03/2024	19/2024		DE EDUCACIÓN Y CULTURA	DE PRESUPUESTO Y HACIENDA			
368	2024	PL	S	LEWANDOWSKI: PROYECTO DE LEY QUE SUSTITUYE EL ART. 26 DE SU SIMILAR 15930- ORGANIZACION Y FUNCIONES DEL ARCHIVO GENERAL DE LA NACION -, RESPECTO DE ACTUALIZAR LOS VALORES DE LAS MULTAS.	20/03/2024	19/2024	LEWANDOWSKI, MARCELO NÉSTOR	DE EDUCACIÓN Y CULTURA	DE JUSTICIA Y ASUNTOS PENALES			
364	2024	PR	S	VIGO Y OTROS: PROYECTO DE RESOLUCION QUE DECLARA A LA LECHERÍA COMO ECONOMÍA REGIONAL DE LA REGIÓN CENTRO DE LA REP. ARGENTINA, INTEGRADA POR LAS PROVINCIAS DE CORDOBA, SANTA FE Y ENTRE RÍOS, QUE CONCENTRAN EL 70% DE LOS TAMBOS DE TODO EL PAÍS.	20/03/2024	18/2024	VIGO, ALEJANDRA MARÍA	DE ECONOMÍAS REGIONALES, ECONOMÍA SOCIAL, MICRO, PEQUEÑA Y MEDIANA EMPRESA				
363	2024	PD	S	DE PEDRO Y OTROS: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLÁCITO AL CONMEMORARSE EL VIGÉSIMO ANIVERSARIO DE LA RECUPERACIÓN DE LA EX ESMA, EL 24 DE MARZO DE 2024	20/03/2024	18/2024	DE PEDRO, EDUARDO ENRIQUE	DE EDUCACIÓN Y CULTURA				
362	2024	PC	S	KRONEBERGER: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE LOS PLANES DE EJECUCIÓN 2024 PARA LAS TAREAS DE CONSERVACION Y MANTENIMIENTO DE BANQUINAS DE TODAS LAS RUTAS NACIONALES Y OTRAS CUESTIONES CONEXAS.	20/03/2024	18/2024	KRONEBERGER, DANIEL RICARDO	DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
360	2024	PD	S	"MENDOZA: PROYECTO DE DECLARACIÓN QUE DECLARA DE INTERES PARLAMENTARIO LA OBRA DE TEATRO, ""ESTAFADAS POR LA HISTORIA"", ORIGINADA EN LA PROVINCIA DE TUCUMAN."	20/03/2024	18/2024	MENDOZA, SANDRA MARIELA	DE EDUCACIÓN Y CULTURA				
358	2024	PD	S	"ZIMMERMANN: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLACITO POR LA PRESENTACION DEL LIBRO ""LA HERMANDAD DE LOS ASTRONAUTAS"", DEL DR. RICARDO GIL LAVEDRA, EN LA LOC. DE RESISTENCIA, PROV. DEL CHACO. EL 22 DE MARZO DE 2024."	20/03/2024	18/2024		DE EDUCACIÓN Y CULTURA				
356	2024	PD	S	LINARES: PROYECTO DE DECLARACIÓN QUE EXPRESA PREOCUPACIÓN Y REPUDIA EL CIERRE DEL INSTITUTO NACIONAL DE AGRICULTURA FAMILIAR, CAMPESINA E INDÍGENA (INAFCI), ANUNCIADA POR EL VOCERO PRESIDENCIAL, MANUEL ADORNI, EL 19 DE MARZO DE 2024.	19/03/2024	18/2024	LINARES, CARLOS ALBERTO	DE AGRICULTURA, GANADERÍA Y PESCA				
353	2024	PL	S	MENDOZA Y MANZUR: PROYECTO DE LEY QUE INCORPORA AL PROGRAMA MÉDICO OBLIGATORIO (PMO) LA VACUNA CONTRA EL DENGUE.	19/03/2024	18/2024	MENDOZA, SANDRA MARIELA - MANZUR, JUAN LUIS	DE SALUD	DE TRABAJO Y PREVISIÓN SOCIAL			
352	2024	PL	S	MENDOZA: PROYECTO DE LEY QUE INCORPORA AL PROGRAMA MÉDICO OBLIGATORIO LA COBERTURA DE PAÑALES PARA NIÑOS Y NIÑAS HASTA DOS AÑOS DE EDAD.	19/03/2024	18/2024	MENDOZA, SANDRA MARIELA	DE SALUD	DE TRABAJO Y PREVISIÓN SOCIAL			
350	2024	PD	S	"VALENZUELA: PROYECTO DE DECLARACIÓN QUE DECLARA DE INTERES EL 185° ANIVERSARIO DE LA BATALLA DE ""PAGO LARGO"", EN LA PROV. DE CORRIENTES, EL 31 DE MARZO DE 2024."	19/03/2024	18/2024	VALENZUELA, MERCEDES GABRIELA	DE EDUCACIÓN Y CULTURA				
348	2024	PD	S	"LEAVY: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLÁCITO POR EL 35° ANIVERSARIO DE LA EMISIÓN DEL PRIMER NÚMERO DE LA REVISTA ""PARLAMENTARIO"", EL 4 DE JULIO DE 2024."	19/03/2024	18/2024		DE EDUCACIÓN Y CULTURA				
347	2024	PD	S	LEAVY: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLÁCITO POR EL DÍA DE LAS MICROEMPRESAS Y LAS PEQUEÑAS Y MEDIANAS EMPRESAS, EL 27 DE JUNIO DE CADA AÑO	19/03/2024	18/2024		DE ECONOMÍAS REGIONALES, ECONOMÍA SOCIAL, MICRO, PEQUEÑA Y MEDIANA EMPRESA	DE ECONOMÍAS REGIONALES, ECONOMÍA SOCIAL, MICRO, PEQUEÑA Y MEDIANA EMPRESA			
346	2024	PD	S	LEAVY: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLÁCITO POR EL 144° ANIVERSARIO DE LA FUNDACIÓN DE LA CRUZ ROJA ARGENTINA, EL 10 DE JUNIO DE 2024.	19/03/2024	18/2024		DE EDUCACIÓN Y CULTURA				
345	2024	PD	S	LEAVY: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLACITO POR LA CONMEMORACION DEL DIA INTERNACIONAL CONTRA LA HOMOFOBIA, LA TRANSFOBIA Y LA BIFOBIA, EL 17 DE MAYO DE 2024.	19/03/2024	18/2024		BANCA DE LA MUJER	BANCA DE LA MUJER			
344	2024	PD	S	LEAVY: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLACITO POR LA CONMEMORACION DEL DIA INTERNACIONAL DE LAS COOPERATIVAS Y EL DIA NACIONAL DEL COOPERATIVISMO, EL 01 DE JULIO DE 2024.	19/03/2024	17/2024		DE ECONOMÍAS REGIONALES, ECONOMÍA SOCIAL, MICRO, PEQUEÑA Y MEDIANA EMPRESA	DE ECONOMÍAS REGIONALES, ECONOMÍA SOCIAL, MICRO, PEQUEÑA Y MEDIANA EMPRESA			
343	2024	PL	S	BENSUSAN: PROYECTO DE LEY QUE MODIFICA SU SIMILAR 27.447 - TRASPLANTE DE ORGANOS, TEJIDOS Y CÉLULAS- RESPECTO A LA AUTORIZACIÓN PARA LA OBTENCION DE LOS ORGANOS EN MENORES DE 18 AÑOS.	19/03/2024	17/2024	BENSUSÁN, DANIEL PABLO	DE SALUD	DE SALUD			
342	2024	PD	S	GARCIA LARRABURU: PROYECTO DE DECLARACIÓN QUE DECLARA DE INTERES LA FIESTA NACIONAL DEL CHOCOLATE, A REALIZARSE DURANTE SEMANA SANTA 2024, EN LA CDAD. DE SAN CARLOS DE BARILOCHE, PROV. DE RIO NEGRO.	19/03/2024	17/2024		DE EDUCACIÓN Y CULTURA				
340	2024	PD	S	"VIGO: PROYECTO DE DECLARACIÓN QUE DECLARA DE INTERÉS LA EDICIÓN 2024 DE LA CONFERENCIA INTERNACIONAL ""WORLD PEANUT MEETING"", EN LA CDAD. DE CORDOBA, ORGANIZADA POR LA CAMARA ARGENTINA DEL MANI (CAM) DEL 18 AL 21 DE MARZO DE 2024."	19/03/2024	17/2024	VIGO, ALEJANDRA MARÍA - ALVAREZ RIVERO, CARMEN	DE ECONOMÍAS REGIONALES, ECONOMÍA SOCIAL, MICRO, PEQUEÑA Y MEDIANA EMPRESA				
339	2024	PL	S	ROMERO: PROYECTO DE LEY QUE DEROGA SU SIMILAR 27.551 - LEY DE ALQUILERES- Y MODIFICA EL CODIGO CIVIL Y COMERCIAL DE LA NACION, SOBRE LIBRE CONTRATACION ENTRE LAS PARTES.	18/03/2024	17/2024		DE LEGISLACIÓN GENERAL				
338	2024	PR	S	ZIMMERMANN: PROYECTO DE RESOLUCIÓN QUE RINDE HOMENAJE AL DR. RAÚL RICARDO ALFONSIN, EN EL 15° ANIVERSARIO DE SU FALLECIMIENTO, EL 31 DE MARZO DE 2024.	18/03/2024	17/2024		DE EDUCACIÓN Y CULTURA				
332	2024	PD	S	ZIMMERMANN: PROYECTO DE DECLARACION QUE ADHIERE AL DIA INTERNACIONAL DEL LIBRO INFANTIL Y JUVENIL, A CELEBRARSE EL 2 DE ABRIL DE CADA AÑO.	18/03/2024	17/2024		DE EDUCACIÓN Y CULTURA				
329	2024	PD	S	"ZIMMERMANN: PROYECTO DE DECLARACIÓN QUE ADHIERE A LA CONMEMORACIÓN DEL ""DIA INTERNACIONAL DE LA ELIMINACION DE LA DISCRIMINACION RACIAL"", EL 21 DE MARZO DE 2024."	18/03/2024	17/2024		DE DERECHOS Y GARANTÍAS				
328	2024	PD	S	"ZIMMERMANN: PROYECTO DE DECLARACIÓN QUE ADHIERE A LA CONMEMORACIÓN DEL ""DIA NACIONAL DE LA MEMORIA POR LA VERDAD Y LA JUSTICIA"", EL 24 DE MARZO DE 2024."	18/03/2024	17/2024		DE DERECHOS Y GARANTÍAS				
324	2024	PD	S	BLANCO: PROYECTO DE DECLARACIÓN QUE RINDE HOMENAJE AL EXGOBERNADOR RAMON ALBERTO TREJO NOEL Y TRIPULACION, AL CUMPLIRSE 40 AÑOS DEL TRAGICO ACCIDENTE AEREO EN AGUAS DEL CANAL DE BEAGLE.	18/03/2024	16/2024		DE EDUCACIÓN Y CULTURA				
323	2024	PC	S	ROMERO: PROYECTO DE COMUNICACIÓN QUE SOLICITA REHABILITAR EL AREA DE CONTROL INTEGRADO EN EL PASO INTERNACIONAL SICO, SOBRE LA RUTA NACIONAL N°51, EN LA PROV. DE SALTA.	18/03/2024	16/2024		DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
321	2024	PD	S	KIRCHNER Y OTROS: PROYECTO DE DECLARACIÓN QUE RECHAZA LA PARALIZACIÓN DE LAS OBRAS DEL COMPLEJO HIDROELÉCTRICO COMPUESTO POR LAS REPRESAS PRESIDENTE DR. NESTOR KIRCHNER Y GOB. JORGE CEPERNIC, EN LA PROV. DE SANTA CRUZ.	15/03/2024	16/2024	KIRCHNER, ALICIA MARGARITA ANTONIA	DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
316	2024	PD	S	HUALA: PROYECTO DE DECLARACIÓN QUE DECLARA DE INTERÉS EL 3° CONGRESO NACIONAL DE ESTRELLAS AMARILLAS, A REALIZARSE EN LA CDAD. DE SANTA ROSA, PROV. DE LA PAMPA, DEL 24 AL 26 DE ABRIL DE 2024.	15/03/2024	16/2024	HUALA, MARÍA VICTORIA	DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
315	2024	PD	S	PILATTI VERGARA: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLÁCITO POR EL 75° ANIVERSARIO DE LA CONSTITUCIÓN NACIONAL DE 1949, A CONMEMORARSE EL 11 DE MARZO DE 2024.	15/03/2024	16/2024		DE EDUCACIÓN Y CULTURA				
314	2024	PD	S	PILATTI VERGARA Y OTROS: PROYECTO DE DECLARACIÓN QUE EXPRESA PESAR POR EL FALLECIMIENTO DE LA SENADORA DIANA CONTI (MC), EL 8 DE MARZO DE 2024.	15/03/2024	16/2024	KIRCHNER, ALICIA MARGARITA ANTONIA	DE EDUCACIÓN Y CULTURA				
310	2024	PL	S	ABAD: PROYECTO DE LEY QUE MODIFICA SU SIMILAR N° 26.206 - EDUCACION NACIONAL- A FIN DE ACTUALIZAR Y REGULAR EL USO DE DISPOSITIVOS DIGITALES MOVILES EN LOS ESTABLECIMIENTOS EDUCATIVOS DE NIVEL PRIMARIO Y SECUNDARIO.	15/03/2024	16/2024	ABAD, MAXIMILIANO	DE EDUCACIÓN Y CULTURA				
307	2024	PL	S	"LOSADA Y OTROS: PROYECTO DE LEY QUE MODIFICA EL CODIGO CIVIL Y COMERCIAL DE LA NACION RESPECTO DE LOS ""DERECHOS, CLASIFICACION DE ANIMALES Y BIENES""."	14/03/2024	16/2024	LOSADA, CAROLINA	DE LEGISLACIÓN GENERAL	DE JUSTICIA Y ASUNTOS PENALES			
305	2024	PL	S	TERENZI Y OTROS: PROYECTO DE LEY DE REGIMEN PROCESAL DE LA ACCION CIVIL DE EXTINCION DE DOMINIO.	14/03/2024	16/2024	TERENZI, EDITH ELIZABETH	DE LEGISLACIÓN GENERAL	DE JUSTICIA Y ASUNTOS PENALES	DE SEGURIDAD INTERIOR Y NARCOTRÁFICO		
304	2024	PD	S	"GARCÍA LARRABURU: PROYECTO DE DECLARACIÓN QUE DECLARA DE INTERÉS EL LIBRO ""LOS DESAPARECIDOS EN EL RUGBY"", DE AUTORÍA DE CAROLA OCHOA."	14/03/2024	15/2024		DE EDUCACIÓN Y CULTURA	DE EDUCACIÓN Y CULTURA			
303	2024	PD	S	GARCIA LARRABURU Y OTROS: PROYECTO DE DECLARACION QUE ADHIERE A LAS CONSIDERACIONES MANIFESTADAS POR LA COMUNIDAD CIENTÍFICA INTERNACIONAL, EN LA CARTA FIRMADA POR 68 PREMIOS NOBEL, QUE EXPRESAN PREOCUPACIÓN POR LA POLÍTICA CIENTÍFICA IMPLEMENTADA EN EL PAÍS.	14/03/2024	15/2024	SALINO, FERNANDO ALDO	DE CIENCIA Y TECNOLOGÍA				
302	2024	PL	S	PILATTI VERGARA: REPRODUCE PROYECTO DE LEY INCORPORA EL INC. L) AL ART.2° DE SU SIMILAR 25.929 (PARTO HUMANIZADO) SOBRE LAS CONSECUENCIAS BIOLOGICAS Y PSICOFISICAS DEL PARTO A FIN DE PERMITIR UN POSTPARTO RESPETADO Y LOS MODOS DE RECUPERACION. (REF. S. 1650/22).	14/03/2024	15/2024		DE SALUD	DE SALUD			
301	2024	PL	S	PILATTI VERGARA: REPRODUCE PROYECTO DE LEY SOBRE PADRINAZGO O MADRINAZGO PRESIDENCIAL (REF. S. 1721/22).	14/03/2024	15/2024		DE LEGISLACIÓN GENERAL	DE PRESUPUESTO Y HACIENDA			
300	2024	PL	S	PILATTI VERGARA: REPRODUCE PROYECTO DE LEY QUE REGULA EN TODO EL TERRITORIO NACIONAL LAS TERAPIAS ASISTIDAS CON PERROS (REF. S. 980/22).	14/03/2024	15/2024		DE SALUD	DE PRESUPUESTO Y HACIENDA			
299	2024	PL	S	"PILATTI VERGARA: REPRODUCE PROYECTO DE LEY QUE DECLARA BIEN DE INTERES INDUSTRIAL NACIONAL AL EX ""INGENIO AZUCARERO DE LAS PALMAS DEL CHACO AUSTRAL"", UBICADO EN LAS PALMAS, DPTO. BERMEJO, PROV. DEL CHACO. (REF. S- 1452/22)"	14/03/2024	15/2024		DE EDUCACIÓN Y CULTURA	DE EDUCACIÓN Y CULTURA			
297	2024	PD	S	LOPEZ: PROYECTO DE DECLARACION QUE RECHAZA EL CIERRE DE LOS CENTROS DE REFERENCIA (CDR), POR PARTE DEL MINISTERIO DE CAPITAL HUMANO.	14/03/2024	15/2024	LÓPEZ, MARÍA FLORENCIA	DE POBLACIÓN Y DESARROLLO  HUMANO				
295	2024	PL	S	PILATTI VERGARA: PROYECTO DE LEY QUE PROMUEVE LA ADOPCIÓN DEL SÍMBOLO DE ACCESIBILIDAD UNIVERSAL.	14/03/2024	15/2024		DE POBLACIÓN Y DESARROLLO  HUMANO				
285	2024	PL	S	LOUSTEAU: PROYECTO DE LEY DE FINANCIAMIENTO A UNIVERSIDADES NACIONALES.	13/03/2024	15/2024		DE EDUCACIÓN Y CULTURA	DE PRESUPUESTO Y HACIENDA			
