NRO	ANIO	TIPO	ORIGEN	CARATULA	MESA	DAE	AUTOR	COM1	COM2	COM3	COM4	COM5
753	2024	PL	S	FERNANDEZ SAGASTI: PROYECTO DE LEY QUE MODIFICA SU SIMILAR 24.449 - LEY DE TRANSITO-, INCORPORANDO EL ART. 68 BIS - LIMITES A LA EXCLUSION DE COBERTURA-.	02/05/2024	36/2024	FERNÁNDEZ SAGASTI, ANABEL	DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
752	2024	PL	S	FERNANDEZ SAGASTI: PROYECTO DE LEY QUE MODIFICA EL CÓDIGO PENAL, EN LO RELATIVO A DELITOS DE HOMICIDIO CULPOSO Y LESIONES CULPOSAS COMETIDOS POR LA CONDUCCION DE UN VEHICULO CON MOTOR.	02/05/2024	36/2024	FERNÁNDEZ SAGASTI, ANABEL	DE JUSTICIA Y ASUNTOS PENALES				
751	2024	PL	S	"FERNANDEZ SAGASTI: PROYECTO DE LEY QUE INSTITUYE EL 5 DE SEPTIEMBRE DE CADA AÑO, COMO EL ""DIA NACIONAL DE LA MUJER INDÍGENA""."	02/05/2024	36/2024	FERNÁNDEZ SAGASTI, ANABEL	BANCA DE LA MUJER				
749	2024	PL	S	BENSUSAN: PROYECTO DE LEY QUE AMPLÍA LA PRESTACIÓN ALIMENTAR CREADA EN EL MARCO DEL PLAN NACIONAL ARGENTINA CONTRA EL HAMBRE HASTA LOS DIECISIETE AÑOS DE EDAD INCLUSIVE.	02/05/2024	36/2024	BENSUSÁN, DANIEL PABLO	DE POBLACIÓN Y DESARROLLO  HUMANO				
746	2024	PL	S	FERNANDEZ SAGASTI: REPRODUCE PROYECTO DE LEY QUE CREA EL PROGRAMA NACIONAL DE EMPLEO MINIMO GARANTIZADO. (REF. S. 371/22)	30/04/2024	36/2024	FERNÁNDEZ SAGASTI, ANABEL	DE TRABAJO Y PREVISIÓN SOCIAL	DE PRESUPUESTO Y HACIENDA			
745	2024	PL	S	FERNANDEZ SAGASTI: REPRODUCE PROYECTO DE LEY QUE MODIFICA EL CODIGO CIVIL Y COMERCIAL DE LA NACION, RESPECTO DE INCORPORAR LA GESTACION POR SUSTITUCION COMO UNA DE LAS TECNICAS DE REPRODUCCION HUMANA ASISTIDA. (REF. S. 1038/22)	30/04/2024	36/2024	FERNÁNDEZ SAGASTI, ANABEL	DE LEGISLACIÓN GENERAL	DE SALUD			
744	2024	PL	S	"FERNANDEZ SAGASTI: REPRODUCE PROYECTO DE LEY QUE CREA EL PROGRAMA ""CENTROS DE DIA PARA ADULTOS MAYORES EN SITUACION DE DEPENDENCIA"". (REF. S. 193/22)"	30/04/2024	36/2024	FERNÁNDEZ SAGASTI, ANABEL	DE LEGISLACIÓN GENERAL	DE PRESUPUESTO Y HACIENDA			
743	2024	PL	S	FERNANDEZ SAGASTI: REPRODUCE PROYECTO DE LEY QUE CREA EL PROGRAMA NACIONAL INTEGRADO DE CUIDADOS Y APOYOS A PERSONAS EN SITUACION DE DEPENDENCIA. (REF. S. 194/22)	30/04/2024	36/2024	FERNÁNDEZ SAGASTI, ANABEL	DE LEGISLACIÓN GENERAL	DE PRESUPUESTO Y HACIENDA			
742	2024	PL	S	FERNANDEZ SAGASTI: REPRODUCE PROYECTO DE LEY DE PROTECCION Y PROMOCION DE LOS DERECHOS DE PERSONAS ADULTAS MAYORES. (REF. S. 192/22)	30/04/2024	36/2024	FERNÁNDEZ SAGASTI, ANABEL	DE LEGISLACIÓN GENERAL	DE PRESUPUESTO Y HACIENDA			
740	2024	PL	S	FERNANDEZ SAGASTI: REPRODUCE PROYECTO DE LEY QUE INSTITUYE EL 29 DE JUNIO DE CADA AÑO COMO EL DIA NACIONAL DE LA LUCHA CONTRA LA LEUCEMIA. (REF. S. 1922/22)	30/04/2024	36/2024	FERNÁNDEZ SAGASTI, ANABEL	DE SALUD	DE EDUCACIÓN Y CULTURA			
739	2024	PL	S	"FERNANDEZ SAGASTI: REPRODUCE PROYECTO DE LEY QUE CREA EL ""PROGRAMA DE JORNADA EDUCATIVA NOCTURNA"", (REF. S. 1919/22)"	30/04/2024	36/2024	FERNÁNDEZ SAGASTI, ANABEL	DE EDUCACIÓN Y CULTURA	DE PRESUPUESTO Y HACIENDA			
738	2024	PL	S	FERNANDEZ SAGASTI: REPRODUCE PROYECTO DE LEY SOBRE RESTITUCIÓN DE LEGAJOS PERSONALES A SOBREVIVIENTES, FAMILIARES, HEREDEROS Y/O DERECHOHABIENTES, REPARADOS DE DOCENTES, NO DOCENTES, GRADUADOS Y ALUMNOS VICTIMAS DE LAS DICTADURAS. (REF. S. 1918/22)	30/04/2024	36/2024	FERNÁNDEZ SAGASTI, ANABEL	DE EDUCACIÓN Y CULTURA	DE PRESUPUESTO Y HACIENDA			
736	2024	PL	S	FERNANDEZ SAGASTI: REPRODUCE PROYECTO DE LEY QUE INSTITUYE EL 21 DE MARZO DE CADA AÑO COMO EL DIA NACIONAL DEL SINDROME DE DOWN. (REF. S. 1924/22)	30/04/2024	36/2024	FERNÁNDEZ SAGASTI, ANABEL	DE SALUD	DE EDUCACIÓN Y CULTURA			
733	2024	PL	S	FERNANDEZ SAGASTI: REPRODUCE PROYECTO DE LEY DE ACCESIBILIDAD DE BILLETES Y MONEDAS DE CURSO LEGAL. (REF. S. 2042/22)	30/04/2024	35/2024	FERNÁNDEZ SAGASTI, ANABEL	DE ECONOMÍA NACIONAL E INVERSIÓN	DE PRESUPUESTO Y HACIENDA			
731	2024	PL	S	FERNANDEZ SAGASTI: REPRODUCE PROYECTO DE LEY QUE MODIFICA SU SIMILAR 11.723 -PROPIEDAD INTELECTUAL-, SOBRE EL DERECHO DE PARTICIPACION DEL AUTOR DE OBRAS ORIGINALES EN CADA REVENTA POSTERIOR. (REF. S. 3188/22)	30/04/2024	35/2024	FERNÁNDEZ SAGASTI, ANABEL	DE LEGISLACIÓN GENERAL				
729	2024	PL	S	FAMA Y OTROS: PROYECTO DE LEY SOBRE ESTÍMULO AL DESARROLLO PRODUCTIVO DE LA PUNA ARGENTINA.	30/04/2024	35/2024	FAMA, FLAVIO SERGIO	DE ECONOMÍAS REGIONALES, ECONOMÍA SOCIAL, MICRO, PEQUEÑA Y MEDIANA EMPRESA	DE PRESUPUESTO Y HACIENDA			
728	2024	PD	S	CRISTINA: PROYECTO DE DECLARACION QUE EXPRESA BENEPLÁCITO POR EL 50° ANIVERSARIO DE LA CREACIÓN DE LA UNIVERSIDAD NACIONAL DE LA PATAGONIA SAN JUAN BOSCO, EL 4 DE MAYO DE 2024.	30/04/2024	35/2024	CRISTINA, ANDREA MARCELA	DE EDUCACIÓN Y CULTURA				
727	2024	PD	S	CRISTINA: PROYECTO DE DECLARACION QUE EXPRESA BENEPLÁCITO POR EL ANIVERSARIO DEL PLEBISCITO DEL 30 DE ABRIL DE 1902, RECONOCIENDO A LOS POBLADORES QUE HABITABAN EN EL VALLE 16 DE OCTUBRE, EN LA PROV. DEL CHUBUT.	30/04/2024	35/2024	CRISTINA, ANDREA MARCELA	DE EDUCACIÓN Y CULTURA				
726	2024	PD	S	GIMENEZ: PROYECTO DE DECLARACION QUE EXPRESA PREOCUPACIÓN POR LA CONTINUIDAD DE LOS ORGANISMOS CULTURALES DEL ESTADO ARGENTINO.	30/04/2024	35/2024		DE EDUCACIÓN Y CULTURA				
725	2024	PL	S	GIMENEZ: PROYECTO DE LEY DE EQUIDAD DE GÉNERO EN LA CORTE SUPREMA DE JUSTICIA DE LA NACIÓN.	30/04/2024	35/2024		DE ASUNTOS CONSTITUCIONALES	DE JUSTICIA Y ASUNTOS PENALES			
723	2024	PC	S	SILVA: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE DIVERSOS PUNTOS RELACIONADOS AL PUENTE DE LA RUTA NACIONAL N° 22, QUE CRUZA EL RIO COLORADO Y CONECTA LA LOC. HOMÓNIMA EN LA PROV. DE RIO NEGRO, CON LA LOC. DE LA ADELA, PROV. DE LA PAMPA.	30/04/2024	35/2024		DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
719	2024	PL	S	AVILA: PROYECTO DE LEY QUE DISPONE LA REALIZACION DE UNA CAMPAÑA AMBULATORIA DESTINADA A LA PREVENCIÓN DE LA AMBLIOPIA.	30/04/2024	35/2024	AVILA, BEATRIZ LUISA	DE SALUD				
717	2024	PC	S	DE PEDRO Y OTROS: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE LA COMPRA Y PROVISIÓN DE MEDICAMENTOS Y/O PRÓTESIS, PARA PACIENTES EN SITUACIÓN DE VULNERABILIDAD QUE PRESENTEN PROBLEMAS AGUDOS O GRAVES DE SALUD CON RIESGO DE VIDA, - ENFERMEDAD TERMINAL O PATOLOGÍA GRAVE-, INCLUYENDO PACIE	29/04/2024	35/2024	DE PEDRO, EDUARDO ENRIQUE	DE SALUD				
714	2024	PD	S	ABDALA Y SALINO: PROYECTO DE DECLARACION QUE DECLARA DE INTERES LAS FESTIVIDADES RELIGIOSAS, A REALIZARSE EN LAS LOC. DE VILLA DE RENCA Y VILLA DE LA QUEBRADA, PROV. DE SAN LUIS, DEL 1º AL 3 DE MAYO DE CADA AÑO.	26/04/2024	35/2024	ABDALA, BARTOLOMÉ ESTEBAN - SALINO, FERNANDO ALDO	DE EDUCACIÓN Y CULTURA				
713	2024	PL	S	PARRILLI Y OTROS: PROYECTO DE LEY DE TRANSPARENCIA DE SOCIEDADES POR ACCIONES SIMPLIFICADAS (SAS).	26/04/2024	35/2024	CORPACCI, LUCÍA BENIGNA	DE LEGISLACIÓN GENERAL				
712	2024	PL	S	PARRILLI Y OTROS: PROYECTO DE LEY SOBRE MODIFICACION DEL REGIMEN DE PROMOCION DE LA LEY DE ECONOMIA DEL CONOCIMIENTO.	26/04/2024	34/2024	LINARES, CARLOS ALBERTO	DE ECONOMÍA NACIONAL E INVERSIÓN	DE PRESUPUESTO Y HACIENDA			
704	2024	PD	S	"VALENZUELA Y OTROS: PROYECTO DE DECLARACION QUE DECLARA DE INTERES LA XXIII FERIA PROVINCIAL DE ARTESANIAS TRADICIONALES ""ARANDU PO"" A REALIZARSE EN LA LOC. DE EMPEDRADO, PROV. DE CORRIENTES DEL 9 AL 12 DE MAYO DE 2024."	25/04/2024	34/2024	VALENZUELA, MERCEDES GABRIELA	DE ECONOMÍAS REGIONALES, ECONOMÍA SOCIAL, MICRO, PEQUEÑA Y MEDIANA EMPRESA				
702	2024	PL	S	MENDOZA Y OTROS: PROYECTO DE LEY QUE DECLARA EL TERRITORIO COMPRENDIDO POR LAS REGIONES CENTRO, NOROESTE (NOA) Y NORESTE (NEA) COMO ZONAS DE ENFERMEDAD EPIDEMICA.	25/04/2024	34/2024	MENDOZA, SANDRA MARIELA	DE SALUD	DE TRABAJO Y PREVISIÓN SOCIAL			
700	2024	PC	S	GALARETTO: PROYECTO DE COMUNICACIÓN QUE SOLICITA LA REALIZACION DE CAMPAÑAS DE PROMOCIÓN SOBRE LA IMPORTANCIA DE LA LACTANCIA MATERNA AL CELEBRARSE LA SEMANA MUNDIAL, DEL 1 AL 7 DE AGOSTO.	25/04/2024	34/2024	GALARETTO, EDUARDO HORACIO	DE SALUD				
699	2024	PL	S	"LINARES Y OTROS: PROYECTO DE LEY QUE INSTITUYE EL 23 DE ABRIL DE CADA AÑO COMO ""DIA NACIONAL DE LA DEFENSA DE LA EDUCACION PUBLICA""."	25/04/2024	34/2024	LINARES, CARLOS ALBERTO	DE EDUCACIÓN Y CULTURA				
697	2024	PD	S	GARCIA LARRABURU Y OTROS: PROYECTO DE DECLARACIÓN QUE EXPRESA PREOCUPACIÓN Y REPUDIA EL CIERRE DE CUATRO GERENCIAS DEL INSTITUTO NACIONAL DE CINE Y ARTES AUDIOVISUALES (INCAA) Y LA SUSPENSIÓN DE SU PERSONAL.	25/04/2024	34/2024	GONZÁLEZ, MARÍA TERESA MARGARITA	DE EDUCACIÓN Y CULTURA				
696	2024	PC	S	GARCIA LARRABURU: PROYECTO DE COMUNICACION QUE SOLICITA LA INSTALACIÓN DE DOS SISTEMAS DE BALANZAS (DE PESO TOTAL Y POR EJES) SOBRE LA RN N°23, EN VALCHETA Y LOS MENUCOS, PROV. DE RIO NEGRO.	25/04/2024	34/2024	LÓPEZ, CÁNDIDA CRISTINA	DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
695	2024	PD	S	"JUEZ: PROYECTO DE DECLARACION QUE EXPRESA BENEPLACITO POR EL RECONOCIMIENTO OTORGADO A LA SRA. ANA PERONA FJELDSTAD COMO UNA DE LAS ""75 MUJERES EN 75 AÑOS DE HISTORIA DEL CONSEJO DE EUROPA""."	24/04/2024	34/2024	JUEZ, LUIS ALFREDO	BANCA DE LA MUJER				
694	2024	PD	S	"LEAVY: PROYECTO DE DECLARACION QUE EXPRESA BENEPLACITO POR EL ""DIA DE LA ENFERMERA"" A CELEBRARSE EL 21 DE NOVIEMBRE DE CADA AÑO."	24/04/2024	34/2024		DE SALUD				
692	2024	PL	S	PILATTI VERGARA Y GIMENEZ NAVARRO.: PROYECTO DE LEY DE ACCESIBILIDAD A LA CULTURA PARA PERSONAS CON DISCAPACIDAD.	24/04/2024	34/2024	GIMÉNEZ NAVARRO, MARÍA CELESTE	DE EDUCACIÓN Y CULTURA	DE POBLACIÓN Y DESARROLLO  HUMANO			
689	2024	PR	S	BENSUSAN: PROYECTO DE RESOLUCION QUE MODIFICA EL REGLAMENTO DEL H. SENADO DE LA NACION, REFERIDO A LAS FACULTADES PARA AUTOCONVOCARSE A CELEBRAR SESIONES.	24/04/2024	33/2024	BENSUSÁN, DANIEL PABLO	DE ASUNTOS CONSTITUCIONALES				
687	2024	PD	S	DURE: PROYECTO DE DECLARACION QUE EXPRESA PREOCUPACION POR LA DEROGACION DE LA RESOLUCION 34/2020, QUE ESTABLECIA LA PARIDAD DE GENERO EN LOS ORGANOS DE LA ADMINISTRACION DE LAS SOCIEDADES.	24/04/2024	33/2024		BANCA DE LA MUJER	BANCA DE LA MUJER			
686	2024	PD	S	DURE Y OTROS: PROYECTO DE DECLARACION QUE ADHIERE A LA MARCHA FEDERAL EN DEFENSA DE LA UNIVERSIDAD PUBLICA, REALIZADA EN TODAS LAS PROVINCIAS DEL PAÍS, EL 23 DE ABRIL DE 2024.	24/04/2024	33/2024	GONZÁLEZ, MARÍA TERESA MARGARITA	DE EDUCACIÓN Y CULTURA				
685	2024	PD	S	"DURE: PROYECTO DE DECLARACION QUE EXPRESA BENEPLACITO POR LA INAUGURACION DE LA BICISENDA ""PENSAR MALVINAS"", EN LA CDAD. DE USHUAIA, PROV. DE TIERRA DEL FUEGO, ANTARTIDA E ISLAS DEL ATLANTICO SUR, EL 13 DE ABRIL DE 2024."	24/04/2024	33/2024		DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
676	2024	PD	S	HUALA: PROYECTO DE DECLARACION QUE EXPRESA PREOCUPACION POR LA COMPLEJA SITUACION PRESUPUESTARIA QUE ATRAVIESAN LAS UNIVERSIDADES NACIONALES.	22/04/2024	33/2024	HUALA, MARÍA VICTORIA	DE EDUCACIÓN Y CULTURA				
675	2024	PL	S	REJAL Y OTROS: PROYECTO DE LEY QUE CREA EL REGISTRO NACIONAL DE REGANTES ELECTROINTENSIVOS.	22/04/2024	33/2024	REJAL, JESÚS FERNANDO	DE AGRICULTURA, GANADERÍA Y PESCA	DE MINERÍA, ENERGÍA Y COMBUSTIBLES	DE PRESUPUESTO Y HACIENDA		
674	2024	PL	S	ROMERO Y OTROS: PROYECTO DE LEY QUE ESTABLECE LAS REMUNERACIONES MENSUALES AL PRESIDENTE Y VICEPRESIDENTE DE LA NACION Y OTRAS CUESTIONES CONEXAS.	22/04/2024	33/2024	ESPÍNOLA, CARLOS MAURICIO	DE ASUNTOS CONSTITUCIONALES	DE TRABAJO Y PREVISIÓN SOCIAL			
655	2024	PR	S	PAOLTRONI: PROYECTO DE RESOLUCION QUE MODIFICA EL ART. 205 DEL TITULO XVIII, VOTACION DEL REGLAMENTO DEL H. SENADO DE LA NACION, RESPECTO A LA FORMAS DE VOTACION.	19/04/2024	33/2024	PAOLTRONI, FRANCISCO MANUEL	DE ASUNTOS CONSTITUCIONALES				
654	2024	PD	S	"ZIMMERMANN: PROYECTO DE DECLARACIÓN QUE ADHIERE AL ""DIA INTERNACIONAL DEL LIBRO Y DEL DERECHO DE AUTOR"", A CELEBRARSE EL 23 DE ABRIL DE 2024."	19/04/2024	33/2024		DE EDUCACIÓN Y CULTURA				
652	2024	PD	S	ZIMMERMANN: PROYECTO DE DECLARACIÓN QUE ADHIERE AL DÍA MUNDIAL DE LA PROPIEDAD INTELECTUAL, EL 26 DE ABRIL DE 2024.	19/04/2024	32/2024		DE EDUCACIÓN Y CULTURA				
651	2024	PD	S	ZIMMERMANN: PROYECTO DE DECLARACIÓN QUE ADHIERE AL DÍA MUNDIAL DE LA CREATIVIDAD Y LA INNOVACIÓN, EL 21 DE ABRIL DE 2024.	19/04/2024	32/2024		DE EDUCACIÓN Y CULTURA				
648	2024	PL	S	DE ANGELI: REPRODUCE PROYECTO DE LEY DE WARRANTS. (REF. S. 271/22)	19/04/2024	32/2024		DE AGRICULTURA, GANADERÍA Y PESCA	DE ECONOMÍA NACIONAL E INVERSIÓN			
647	2024	PL	S	"DE ANGELI: PROYECTO DE LEY QUE DEROGA LA COMUNICACIÓN ""A"" 7930, -TASA DE INTERÉS EN LAS OPERACIONES DE CRÉDITO POLÍTICA DE CRÉDITO. ADECUACIONES-, EMITIDA POR EL BCRA."	19/04/2024	32/2024	ALVAREZ RIVERO, CARMEN - JUEZ, LUIS ALFREDO - KRONEBERGER, DANIEL RICARDO - HUALA, MARÍA VICTORIA	DE ECONOMÍA NACIONAL E INVERSIÓN	DE AGRICULTURA, GANADERÍA Y PESCA			
646	2024	PL	S	VALENZUELA: PROYECTO DE LEY QUE MODIFICA EL ART. 20 DE SU SIMILAR 24.449 -TRANSITO-, RESPECTO DE LOS REQUISITOS PARA OTORGAR LA LICENCIA DE CONDUCTOR PROFESIONAL.	19/04/2024	32/2024	VALENZUELA, MERCEDES GABRIELA	DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
645	2024	PL	S	VALENZUELA: PROYECTO DE LEY QUE CREA EL PROGRAMA NACIONAL VALORARTE ARGENTINA.	19/04/2024	32/2024	VALENZUELA, MERCEDES GABRIELA	DE EDUCACIÓN Y CULTURA				
643	2024	PL	S	TERENZI: REPRODUCE PROYECTO DE LEY QUE DECLARA DÍA DE DUELO NACIONAL, EN HOMENAJE A LAS VÍCTIMAS DEL ATENTADO CONTRA LA SEDE DE LA ASOCIACIÓN MUTUAL ISRAELITA ARGENTINA (AMIA), EL 18 DE JULIO DE CADA AÑO. (REF. S. 2342/22)	19/04/2024	32/2024	TERENZI, EDITH ELIZABETH	DE EDUCACIÓN Y CULTURA				
642	2024	PR	S	"PILATTI VERGARA: PROYECTO DE RESOLUCION QUE CREA EN EL ÁMBITO DEL PROGRAMA DE ""INCLUSIÓN Y FORMACIÓN LABORAL"", LA DIRECCIÓN DE CAPACITACIÓN TÉCNICO - PROFESIONAL, RESPECTO DE PROMOVER LA INCLUSIÓN LABORAL DE LAS PERSONAS CON DISCAPACIDAD AUDITIVA."	19/04/2024	32/2024		DE POBLACIÓN Y DESARROLLO  HUMANO				
639	2024	PC	S	PILATTI VERGARA: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME LOS MOTIVOS DEL INCUMPLIMIENTO CON EL FALLO DE LA CORTE SUPREMA DE JUSTICIA DE LA NACION, QUE DISPUSO SUMINISTRO DE AGUA POTABLE Y ALIMENTOS A LAS COMUNIDADES INDIGENAS DEL DPTO. GRAL. GUEMES Y LIBERTADOR GRAL SAN MARTIN.	19/04/2024	32/2024		DE POBLACIÓN Y DESARROLLO  HUMANO				
638	2024	PL	S	SAPAG Y OTROS: PROYECTO DE LEY SOBRE INVERSION EN EDUCACION UNIVERSITARIA.	19/04/2024	32/2024	CORPACCI, LUCÍA BENIGNA	DE EDUCACIÓN Y CULTURA	DE PRESUPUESTO Y HACIENDA			
637	2024	PL	S	SAPAG Y OTROS: PROYECTO DE LEY DE EMERGENCIA PRESUPUESTARIA UNIVERSITARIA.	19/04/2024	32/2024	CORPACCI, LUCÍA BENIGNA	DE EDUCACIÓN Y CULTURA	DE PRESUPUESTO Y HACIENDA			
636	2024	PR	S	VARIOS SEÑORES SENADORES: PROYECTO DE RESOLUCION QUE DEJA SIN EFECTO LA RESOLUCION Nº 08/24 DE ESTE H. SENADO DE LA NACION.	19/04/2024	32/2024	JUEZ, LUIS ALFREDO - HUALA, MARÍA VICTORIA - AVILA, BEATRIZ LUISA - ALVAREZ RIVERO, CARMEN - GOERLING LARA, ENRIQUE MARTÍN - CRISTINA, ANDREA MARCELA	DE ASUNTOS CONSTITUCIONALES				
635	2024	PD	S	"AVILA: PROYECTO DE DECLARACION QUE ADHIERE AL ""DIA INTERNACIONAL CONTRA LA ESCLAVITUD INFANTIL"", A CELEBRARSE EL 16 DE ABRIL DE 2024."	18/04/2024	32/2024	AVILA, BEATRIZ LUISA	DE DERECHOS Y GARANTÍAS				
632	2024	PD	S	"GARCIA LARRABURU: PROYECTO DE DECLARACIÓN QUE DECLARA DE INTERÉS LA VIGÉSIMA EDICIÓN DE LA ""EXPOUNI 2024"", A REALIZARSE EN EL INSTITUTO PRIMO CAPRARO DE LA CDAD. DE SAN CARLOS DE BARILOCHE, PROV. DE RIO NEGRO, EL 25 Y 26 DE ABRIL."	18/04/2024	31/2024		DE EDUCACIÓN Y CULTURA				
631	2024	PC	S	GARCIA LARRABURU Y OTROS: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE DIVERSOS PUNTOS RELACIONADOS CON LOS DESPIDOS EFECTUADOS AL PERSONAL ESPECIALIZADO DE VIALIDAD NACIONAL.	18/04/2024	31/2024	MOISES, MARÍA CAROLINA	DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
629	2024	PL	S	DURE: PROYECTO DE LEY QUE ESTABLECE UN PROGRAMA DE PREVENCIÓN, CONCIENTIZACIÓN Y DIFUSIÓN DE LUDOPATÍA POR JUEGOS DE AZAR EN LÍNEA, EN EL ÁMBITO EDUCATIVO.	18/04/2024	31/2024		DE SALUD	DE LEGISLACIÓN GENERAL	DE JUSTICIA Y ASUNTOS PENALES		
627	2024	PL	S	VISCHI Y OTROS: PROYECTO DE LEY QUE INC. EL INC. H) AL ART. 33 DE SU SIMILAR 23.298 -LEY ORGANICA DE LOS PARTIDOS POLITICOS-, SOBRE INHABILITACION PARA PRECANDIDATURAS, CANDIDATURAS Y MOD. EL ART. 27 DE LA LEY 26.571(DEMOCRATIZACION DE LA REPRESENTACION POLITICA, LA TRANSPARENCIA Y LA EQUIDAD ELECTO	18/04/2024	31/2024	VISCHI, EDUARDO ALEJANDRO	DE ASUNTOS CONSTITUCIONALES	DE JUSTICIA Y ASUNTOS PENALES			
626	2024	PL	S	LOPEZ Y OTROS: PROYECTO DE LEY QUE CREA LA UNIVERSIDAD NACIONAL DE AIMOGASTA (UNA) CON SEDE CENTRAL EN LA CIUDAD DE AIMOGASTA, DPTO. ARAUCO DE LA PROV. DE LA RIOJA.	18/04/2024	31/2024	LÓPEZ, MARÍA FLORENCIA	DE EDUCACIÓN Y CULTURA	DE PRESUPUESTO Y HACIENDA			
624	2024	PL	S	ROMERO: PROYECTO DE LEY QUE DEROGA DIVERSAS LEYES QUE REGULAN ACTIVIDADES ECONOMICAS AGRARIAS.	18/04/2024	31/2024		DE AGRICULTURA, GANADERÍA Y PESCA	DE ECONOMÍAS REGIONALES, ECONOMÍA SOCIAL, MICRO, PEQUEÑA Y MEDIANA EMPRESA			
622	2024	PD	S	"HUALA: PROYECTO DE DECLARACIÓN QUE ADHIERE AL ""DIA MUNDIAL DE LA CREATIVIDAD Y LA INNOVACION"" A CELEBRARSE EL 21 DE ABRIL."	18/04/2024	31/2024	HUALA, MARÍA VICTORIA	DE EDUCACIÓN Y CULTURA				
618	2024	PD	S	"PILATTI VERGARA Y RECALDE: PROYECTO DE DECLARACIÓN QUE ADHIERE A LA CONMEMORACIÓN POR LOS ""50 AÑOS DEL MARTIRIO DEL PADRE MUGICA / 1974-2024"", A CELEBRARSE EN CABA DURANTE EL MES DE MAYO."	18/04/2024	31/2024	RECALDE, MARIANO	DE EDUCACIÓN Y CULTURA				
615	2024	PR	S	VARIOS SEÑORES SENADORES: PROYECTO DE RESOLUCION QUE DISPONE ASIGNACION DE MODULOS.	18/04/2024	31/2024	MAYANS, JOSÉ MIGUEL ÁNGEL - KRONEBERGER, DANIEL RICARDO - OLIVERA LUCERO, BRUNO ANTONIO - DI TULLIO, JULIANA - ESPÍNOLA, CARLOS MAURICIO - ROJAS DECUT, SONIA ELIZABETH - ARCE, CARLOS OMAR					
611	2024	PC	S	PILATTI VERGARA: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE DIVERSAS CUESTIONES RELACIONADAS AL VIAJE DEL SR. PRESIDENTE DE LA NACIÓN JAVIER GERARDO MILEI Y SU COMITIVA A LOS EEUU.	17/04/2024	31/2024		DE ASUNTOS CONSTITUCIONALES				
609	2024	PL	S	ABDALA: PROYECTO DE LEY QUE CREA EL REGISTRO DE AUTOMOTORES OFICIALES DENTRO DEL ÁMBITO DEL PEN.	17/04/2024	30/2024	ABDALA, BARTOLOMÉ ESTEBAN	DE LEGISLACIÓN GENERAL	DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE			
608	2024	PL	S	"ABDALA: PROYECTO DE LEY QUE INSTITUYE EL 9 DE OCTUBRE DE CADA AÑO COMO EL ""DÍA NACIONAL DE LA CONCIENTIZACIÓN DE LA ENFERMEDAD CARDIOVASCULAR EN LA MUJER""."	17/04/2024	30/2024	ABDALA, BARTOLOMÉ ESTEBAN - PAGOTTO, JUAN CARLOS	DE SALUD	BANCA DE LA MUJER			
606	2024	PD	S	GIMÉNEZ: PROYECTO DE DECLARACIÓN QUE ADHIERE A LA SEMANA DE LOS PUEBLOS ORIGINARIOS, A CELEBRARSE TODOS LOS AÑOS DEL 19 AL 25 DE ABRIL.	17/04/2024	30/2024		DE POBLACIÓN Y DESARROLLO  HUMANO				
604	2024	PD	S	"VALENZUELA: PROYECTO DE DECLARACION QUE DECLARA DE INTERÉS EL LIBRO ""CUENTOS DE NIÑAS Y NIÑOS DEL LITORAL"", DE LA AUTORA CARLA PERTILE."	17/04/2024	30/2024	VALENZUELA, MERCEDES GABRIELA	DE EDUCACIÓN Y CULTURA				
603	2024	PD	S	"VALENZUELA: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLÁCITO POR LA PARTICIPACIÓN DEL STAND ""AVIO DEL ALMA"", DE LA PROV. DE CORRIENTES EN LA XLVIII EDICIÓN DE LA FERIA INTERNACIONAL DEL LIBRO DE BS. AS., A REALIZARSE EN CABA ENTRE LOS DÍAS 25 DE ABRIL Y 13 DE MAYO DE 2024"	17/04/2024	30/2024	VALENZUELA, MERCEDES GABRIELA	DE EDUCACIÓN Y CULTURA				
601	2024	PL	S	MENDOZA: REPRODUCE PROYECTO DE LEY QUE GARANTIZA Y PROMUEVE LA PESQUISA, DETECCION TEMPRANA, DIAGNOSTICO Y TRATAMIENTO DE LA ENDOMETRIOSIS. (REF.S. 1473/22)	17/04/2024	30/2024	MENDOZA, SANDRA MARIELA	DE SALUD	DE TRABAJO Y PREVISIÓN SOCIAL			
